UniqueIdentifier EntryName GeneName NumberTRs
P35368 ADA1B_HUMAN ADRA1B 1
Q8N302 AGGF1_HUMAN AGGF1 1
Q8N1W1 ARG28_HUMAN ARHGEF28 1
P25054 APC_HUMAN APC 1
O95704 APBB3_HUMAN APBB3 1
A9YTQ3 AHRR_HUMAN AHRR 1
Q5FYB1 ARSI_HUMAN ARSI 1
Q8TBP5 F174A_HUMAN FAM174A 1
Q9NRY5 F1142_HUMAN FAM114A2 1
Q96PV7 F193B_HUMAN FAM193B 2
Q9UQB3 CTND2_HUMAN CTNND2 3
Q6UX04 CWC27_HUMAN CWC27 1
Q7Z478 DHX29_HUMAN DHX29 2
P13611 CSPG2_HUMAN VCAN 1
Q8IUR6 CRERF_HUMAN CREBRF 2
P08571 CD14_HUMAN CD14 1
O95715 CXL14_HUMAN CXCL14 1
P07333 CSF1R_HUMAN CSF1R 1
Q6PUV4 CPLX2_HUMAN CPLX2 1
Q9H2S1 KCNN2_HUMAN KCNN2 1
Q9NQC1 JADE2_HUMAN JADE2 1
P78414 IRX1_HUMAN IRX1 1
Q9Y2F5 ICE1_HUMAN ICE1 1
Q9BZI1 IRX2_HUMAN IRX2 1
P78413 IRX4_HUMAN IRX4 1
Q8NGU9 GP150_HUMAN GPR150 1
O60741 HCN1_HUMAN HCN1 1
O15021 MAST4_HUMAN MAST4 1
P34932 HSP74_HUMAN HSPA4 1
Q8N9B5 JMY_HUMAN JMY 2
B7WNT5 B7WNT5_HUMAN TCF7 1
D6RB19 D6RB19_HUMAN PPWD1 2
A0A0C4DGB8 A0A0C4DGB8_HUMAN ZNF608 1
A2RRB2 A2RRB2_HUMAN ZNF608 1
E9PEK4 E9PEK4_HUMAN CSF1R 1
H0YC33 H0YC33_HUMAN LARP1 1
C9J6J8 C9J6J8_HUMAN SQSTM1 1
B4DRK2 B4DRK2_HUMAN CTNND2 1
D6RF55 D6RF55_HUMAN CTNND2 2
F8VNQ3 F8VNQ3_HUMAN TENM2 1
G3XAM1 G3XAM1_HUMAN ZCCHC10 2
G3V220 G3V220_HUMAN TCERG1 2
D6REE6 D6REE6_HUMAN FAM193B 1
D6RIW8 D6RIW8_HUMAN WDR70 1
A0A1W2PR80 A0A1W2PR80_HUMAN NoGeneName 1
H0YA43 H0YA43_HUMAN AHRR 1
A0A087WYN9 A0A087WYN9_HUMAN DHX29 2
A0A1W2PRV5 A0A1W2PRV5_HUMAN SMN2 1
D6R9U7 D6R9U7_HUMAN POLR3G 1
A0A0C4DGC1 A0A0C4DGC1_HUMAN CXCL14 1
E7EQZ4 E7EQZ4_HUMAN SMN1 1
B3KPE6 B3KPE6_HUMAN ZNF608 1
G3XAA4 G3XAA4_HUMAN JADE2 1
E9PEW5 E9PEW5_HUMAN MYO10 1
D6R9U1 D6R9U1_HUMAN PITX1 1
B4DP61 B4DP61_HUMAN SMN1 1
A0A087X085 A0A087X085_HUMAN JADE2 1
D6RHV0 D6RHV0_HUMAN PPWD1 2
B3KVL5 B3KVL5_HUMAN ZCCHC10 2
G3XAL9 G3XAL9_HUMAN SLC12A2 1
D6RBH1 D6RBH1_HUMAN LMAN2 1
G3V106 G3V106_HUMAN TENM2 1
A0A087WZV0 A0A087WZV0_HUMAN PPIP5K2 1
D6RCQ3 D6RCQ3_HUMAN UIMC1 1
E9PHB5 E9PHB5_HUMAN CTNND2 1
E9PFI7 E9PFI7_HUMAN PARP8 1
D6RC29 D6RC29_HUMAN FAM193B 1
A0A0C4DFT8 A0A0C4DFT8_HUMAN JADE2 1
A0A087X011 A0A087X011_HUMAN KIF3A 1
A0A2R8Y5N1 A0A2R8Y5N1_HUMAN DIAPH1 1
D6RII0 D6RII0_HUMAN MZB1 1
A0A140T8Z0 A0A140T8Z0_HUMAN DIAPH1 1
E7EPC8 E7EPC8_HUMAN CTNND2 3
E7EMC7 E7EMC7_HUMAN SQSTM1 1
E7EVL5 E7EVL5_HUMAN CD14 1
D6RGF0 D6RGF0_HUMAN PRR16 1
D6REQ2 D6REQ2_HUMAN FAM193B 2
E7EV55 E7EV55_HUMAN CXXC5 1
D6RD81 D6RD81_HUMAN CD14 1
A0A0X1KG68 A0A0X1KG68_HUMAN TENT4A 2
A0A087WYC1 A0A087WYC1_HUMAN HSPA4 1
D6R9G8 D6R9G8_HUMAN SNCAIP 1
A0A087WSW8 A0A087WSW8_HUMAN PCDHA4 1
A0A0B4J210 A0A0B4J210_HUMAN LARP1 2
D6RA20 D6RA20_HUMAN PCDHA4 1
A0A0G2JH68 A0A0G2JH68_HUMAN DIAPH1 1
D6RFL4 D6RFL4_HUMAN CD14 1
F6R0L0 F6R0L0_HUMAN SIMC1 1
J3KNF6 J3KNF6_HUMAN RGMB 2
F5GZS7 F5GZS7_HUMAN NRG2 2
D6RBF1 D6RBF1_HUMAN SQSTM1 1
H0Y8M3 H0Y8M3_HUMAN NIPBL 1
D6RA12 D6RA12_HUMAN PPWD1 2
D6RGZ6 D6RGZ6_HUMAN VCAN 1
E7ETY2 E7ETY2_HUMAN TCOF1 1
D6R960 D6R960_HUMAN CPLX2 1
D6RBE0 D6RBE0_HUMAN CXXC5 1
D6R955 D6R955_HUMAN PITX1 1
E5RI98 E5RI98_HUMAN NPM1 1
H0Y9L3 H0Y9L3_HUMAN MZB1 1
A0A2U3U034 A0A2U3U034_HUMAN ARSB 1
H0Y9J9 H0Y9J9_HUMAN FAM193B 1
E7ESJ7 E7ESJ7_HUMAN FAM114A2 1
D6RBV2 D6RBV2_HUMAN LMAN2 1
E7EVI8 E7EVI8_HUMAN CXXC5 1
E5RH50 E5RH50_HUMAN LARP1 2
A0A0A0MSD3 A0A0A0MSD3_HUMAN COL23A1 1
D6RDX1 D6RDX1_HUMAN LMAN2 1
H0YB67 H0YB67_HUMAN DROSHA 1
E9PES4 E9PES4_HUMAN KIF3A 1
H9KV28 H9KV28_HUMAN DIAPH1 1
A0A0U1RQR7 A0A0U1RQR7_HUMAN HCN1 1
A0A0A0MSW7 A0A0A0MSW7_HUMAN PRR16 1
A0A1B0GW72 A0A1B0GW72_HUMAN PLEKHG4B 1
A0A1B0GTY3 A0A1B0GTY3_HUMAN ADAMTS2 2
C9JNZ5 C9JNZ5_HUMAN BOD1 1
H0Y713 H0Y713_HUMAN PPARGC1B 1
D6RF73 D6RF73_HUMAN AHRR 1
A0A087WXY1 A0A087WXY1_HUMAN LARS 1
D6RDY2 D6RDY2_HUMAN CXXC5 1
E5RHC4 E5RHC4_HUMAN ARSB 1
U3KPZ7 U3KPZ7_HUMAN NoGeneName 3
D6REK3 D6REK3_HUMAN CWC27 1
A0A0A0MQX1 A0A0A0MQX1_HUMAN MYO10 1
H7C5U6 H7C5U6_HUMAN DROSHA 1
H0YA99 H0YA99_HUMAN TCOF1 1
D6RE68 D6RE68_HUMAN AHRR 1
D6RF50 D6RF50_HUMAN YTHDC2 1
A0A3F2YNY5 A0A3F2YNY5_HUMAN KCNN2 2
E3W990 E3W990_HUMAN SQSTM1 1
A0A2R8YFF1 A0A2R8YFF1_HUMAN NoGeneName 1
H0Y9W0 H0Y9W0_HUMAN RNF44 1
E7EX28 E7EX28_HUMAN MAST4 1
D6RA70 D6RA70_HUMAN YTHDC2 1
D6RD18 D6RD18_HUMAN HNRNPAB 1
D6RB21 D6RB21_HUMAN SPOCK1 1
A0A0G2JQN8 A0A0G2JQN8_HUMAN SMN1 1
A0A0J9YW81 A0A0J9YW81_HUMAN KCNN2 1
E5RHN3 E5RHN3_HUMAN HAVCR2 1
P10643 CO7_HUMAN C7 1
Q86Y22 CONA1_HUMAN COL23A1 2
O95450 ATS2_HUMAN ADAMTS2 2
P15848 ARSB_HUMAN ARSB 1
D6RAX9 D6RAX9_HUMAN FAM193B 1
F5H3X8 F5H3X8_HUMAN PARP8 1
D6RDA4 D6RDA4_HUMAN PPWD1 2
Q6P444 MTFR2_HUMAN MTFR2 1
Q9Y3N9 OR2W1_HUMAN OR2W1 1
Q86VZ4 LRP11_HUMAN LRP11 1
P49790 NU153_HUMAN NUP153 2
Q16653 MOG_HUMAN MOG 1
Q99466 NOTC4_HUMAN NOTCH4 1
O95944 NCTR2_HUMAN NCR2 1
O43318 M3K7_HUMAN MAP3K7 1
P40425 PBX2_HUMAN PBX2 1
Q9C0D0 PHAR1_HUMAN PHACTR1 1
Q9Y6R4 M3K4_HUMAN MAP3K4 2
Q9ULH4 LRFN2_HUMAN LRFN2 1
Q5M9Q1 NKAPL_HUMAN NKAPL 1
P36915 GNL1_HUMAN GNL1 2
O60231 DHX16_HUMAN DHX16 1
Q08345 DDR1_HUMAN DDR1 1
Q96KQ7 EHMT2_HUMAN EHMT2 2
Q9NYF8 BCLF1_HUMAN BCLAF1 2
Q5TH69 BIG3_HUMAN ARFGEF3 1
P22004 BMP6_HUMAN BMP6 2
P25440 BRD2_HUMAN BRD2 2
Q8N319 CF223_HUMAN C6orf223 1
Q15517 CDSN_HUMAN CDSN 1
Q6UB35 C1TM_HUMAN MTHFD1L 1
O00716 E2F3_HUMAN E2F3 2
Q5T3F8 CSCL2_HUMAN TMEM63B 1
Q86T65 DAAM2_HUMAN DAAM2 2
Q9UER7 DAXX_HUMAN DAXX 1
Q7KYR7 BT2A1_HUMAN BTN2A1 1
Q8WVV5 BT2A2_HUMAN BTN2A2 1
Q12948 FOXC1_HUMAN FOXC1 5
Q12947 FOXF2_HUMAN FOXF2 5
Q9C009 FOXQ1_HUMAN FOXQ1 1
Q8NFD5 ARI1B_HUMAN ARID1B 6
P16190 1A33_HUMAN HLA-A 1
Q96D71 REPS1_HUMAN REPS1 1
O15211 RGL2_HUMAN RGL2 1
Q9H4Q3 PRD13_HUMAN PRDM13 2
Q8WWQ0 PHIP_HUMAN PHIP 1
Q9NQL2 RRAGD_HUMAN RRAGD 1
P48634 PRC2A_HUMAN PRRC2A 3
Q99946 PRRT1_HUMAN PRRT1 1
Q9BRS2 RIOK1_HUMAN RIOK1 1
O60508 PRP17_HUMAN CDC40 1
Q9BX46 RBM24_HUMAN RBM24 2
Q8TC41 RN217_HUMAN RNF217 1
O00294 TULP1_HUMAN TULP1 1
Q8N8G2 VGLL2_HUMAN VGLL2 1
Q8NBS9 TXND5_HUMAN TXNDC5 2
Q92558 WASF1_HUMAN WASF1 2
O15209 ZBT22_HUMAN ZBTB22 2
Q9Y330 ZBT12_HUMAN ZBTB12 1
P46939 UTRO_HUMAN UTRN 1
Q96S55 WRIP1_HUMAN WRNIP1 2
Q96C00 ZBTB9_HUMAN ZBTB9 1
P15822 ZEP1_HUMAN HIVEP1 1
A2A288 ZC12D_HUMAN ZC3H12D 1
P31629 ZEP2_HUMAN HIVEP2 1
Q5TFG8 ZC21B_HUMAN ZC2HC1B 1
Q5VUA4 ZN318_HUMAN ZNF318 1
P11831 SRF_HUMAN SRF 1
Q86YW5 TRML1_HUMAN TREML1 1
Q06945 SOX4_HUMAN SOX4 4
P24043 LAMA2_HUMAN LAMA2 1
Q5VWX1 KHDR2_HUMAN KHDRBS2 1
Q96S59 RANB9_HUMAN RANBP9 4
Q96QC0 PP1RA_HUMAN PPP1R10 2
P20265 PO3F2_HUMAN POU3F2 3
B7ZBB8 PP13G_HUMAN PPP1R3G 1
Q8TF01 PNISR_HUMAN PNISR 3
Q6NYC8 PPR18_HUMAN PPP1R18 1
H3BR10 SMLR1_HUMAN SMLR1 1
Q5T2D2 TRML2_HUMAN TREML2 1
Q5T5C0 STXB5_HUMAN STXBP5 1
Q12899 TRI26_HUMAN TRIM26 1
Q8NF91 SYNE1_HUMAN SYNE1 2
Q9H0U9 TSYL1_HUMAN TSPYL1 1
Q96PV0 SYGP1_HUMAN SYNGAP1 3
P60508 SYCY2_HUMAN ERVFRD-1 1
Q5TCY1 TTBK1_HUMAN TTBK1 2
Q8IYB5 SMAP1_HUMAN SMAP1 1
A7XYQ1 SOBP_HUMAN SOBP 1
Q96PN7 TREF1_HUMAN TRERF1 1
Q9UGP8 SEC63_HUMAN SEC63 1
Q5TF21 SOGA3_HUMAN SOGA3 2
Q5TD94 RSH4A_HUMAN RSPH4A 1
Q96RN1 S26A8_HUMAN SLC26A8 1
Q6R2W3 SCND3_HUMAN ZBED9 1
Q9UPN6 SCAF8_HUMAN SCAF8 1
P28702 RXRB_HUMAN RXRB 1
Q8IW70 T151B_HUMAN TMEM151B 2
Q13950 RUNX2_HUMAN RUNX2 2
P20226 TBP_HUMAN TBP 1
P22105 TENX_HUMAN TNXB 1
P19484 TFEB_HUMAN TFEB 1
A0A0G2JK64 A0A0G2JK64_HUMAN EHMT2 2
H0Y7H8 H0Y7H8_HUMAN ARID1B 1
H7C465 H7C465_HUMAN PSMG4 1
A0A0G2JI49 A0A0G2JI49_HUMAN MOG 1
C9J342 C9J342_HUMAN GABBR1 1
A0A0D9SEN7 A0A0D9SEN7_HUMAN RUNX2 2
P30459 1A74_HUMAN HLA-A 1
P10314 1A32_HUMAN HLA-A 1
Q9TNN7 1C05_HUMAN HLA-C 1
P16189 1A31_HUMAN HLA-A 1
P04222 1C03_HUMAN HLA-C 1
P30510 1C14_HUMAN HLA-C 1
P30504 1C04_HUMAN HLA-C 1
P55196 AFAD_HUMAN AFDN 2
O60641 AP180_HUMAN SNAP91 4
Q29960 1C16_HUMAN HLA-C 1
Q8NE71 ABCF1_HUMAN ABCF1 3
Q95604 1C17_HUMAN HLA-C 1
Q07000 1C15_HUMAN HLA-C 1
P30505 1C08_HUMAN HLA-C 1
P30501 1C02_HUMAN HLA-C 1
Q29963 1C06_HUMAN HLA-C 1
P30499 1C01_HUMAN HLA-C 1
P30508 1C12_HUMAN HLA-C 1
P30512 1A29_HUMAN HLA-A 1
P15311 EZRI_HUMAN EZR 1
Q9UBU6 FA8A1_HUMAN FAM8A1 1
Q14999 CUL7_HUMAN CUL7 1
Q03001 DYST_HUMAN DST 1
Q8IWT3 CUL9_HUMAN CUL9 1
P35659 DEK_HUMAN DEK 1
O43491 E41L2_HUMAN EPB41L2 1
Q5I0X4 CF226_HUMAN C6orf226 1
Q5T0Z8 CF132_HUMAN C6orf132 1
Q5JWR5 DOP1_HUMAN DOP1A 1
Q9UL01 DSE_HUMAN DSE 1
Q99459 CDC5L_HUMAN CDC5L 1
A8MW99 MEI4_HUMAN MEI4 1
Q96AQ8 MCUR1_HUMAN MCUR1 1
P47928 ID4_HUMAN ID4 1
Q9NU22 MDN1_HUMAN MDN1 1
Q13255 GRM1_HUMAN GRM1 1
Q5TGJ6 HDGL1_HUMAN HDGFL1 1
Q9UBP5 HEY2_HUMAN HEY2 1
Q5TCS8 KAD9_HUMAN AK9 2
Q9UBI9 HDC_HUMAN HECA 1
P29966 MARCS_HUMAN MARCKS 1
Q9UBS5 GABR1_HUMAN GABBR1 2
Q9BTY2 FUCO2_HUMAN FUCA2 1
O60506 HNRPQ_HUMAN SYNCRIP 1
Q9UHF4 I20RA_HUMAN IL20RA 1
Q9NR82 KCNQ5_HUMAN KCNQ5 2
A0A140T8Y6 A0A140T8Y6_HUMAN NOTCH4 1
A2AB15 A2AB15_HUMAN DHX16 1
E9PKI6 E9PKI6_HUMAN BCLAF1 1
Q5SSB8 Q5SSB8_HUMAN MOG 1
A0A140T902 A0A140T902_HUMAN TNXB 1
A0A140T986 A0A140T986_HUMAN MICA 1
E7ERI6 E7ERI6_HUMAN DDR1 1
B1AKB2 B1AKB2_HUMAN TFEB 1
A0A0G2JRN8 A0A0G2JRN8_HUMAN EHMT2 1
E7EVT1 E7EVT1_HUMAN DDR1 1
A0A0G2JIA2 A0A0G2JIA2_HUMAN DDR1 1
E7EVW6 E7EVW6_HUMAN DDR1 1
A0A0J9YYF7 A0A0J9YYF7_HUMAN DAAM2 2
A2ABF8 A2ABF8_HUMAN EHMT2 2
Q6R5J7 Q6R5J7_HUMAN EPB41L2 1
A0A140T9B3 A0A140T9B3_HUMAN HLA-C 1
C9J8J5 C9J8J5_HUMAN BTN2A2 1
A0A0G2JJM1 A0A0G2JJM1_HUMAN BAG6 1
H0Y717 H0Y717_HUMAN DDR1 1
D6RB35 D6RB35_HUMAN DDR1 1
A0A0G2JHA9 A0A0G2JHA9_HUMAN MOG 1
X6R456 X6R456_HUMAN TTBK1 1
A0A0G2JIR1 A0A0G2JIR1_HUMAN EHMT2 2
A2ABL0 A2ABL0_HUMAN DDR1 1
D6RAJ3 D6RAJ3_HUMAN DDR1 1
A0A0U1RQS0 A0A0U1RQS0_HUMAN IL20RA 1
B7ZM99 B7ZM99_HUMAN MTHFD1L 1
A0A0G2JIZ7 A0A0G2JIZ7_HUMAN DDR1 1
A0A0G2JKF9 A0A0G2JKF9_HUMAN GABBR1 2
E9PHY5 E9PHY5_HUMAN EPB41L2 1
A2AB89 A2AB89_HUMAN RGL2 1
A0A0G2JIS2 A0A0G2JIS2_HUMAN EHMT2 2
X6REW1 X6REW1_HUMAN BAG6 1
F8WDC0 F8WDC0_HUMAN GABBR1 1
B0UXQ0 B0UXQ0_HUMAN HLA-A 1
A0A0G2JHC2 A0A0G2JHC2_HUMAN PPP1R18 1
A0A140T8W4 A0A140T8W4_HUMAN SYNGAP1 3
A0A1W2PNZ7 A0A1W2PNZ7_HUMAN HLA-C 1
Q96SH7 Q96SH7_HUMAN IL20RA 1
E9PJA7 E9PJA7_HUMAN BCLAF1 1
A0A140T956 A0A140T956_HUMAN TNXB 1
A0A0G2JHN8 A0A0G2JHN8_HUMAN BRD2 2
A0A1W2PS39 A0A1W2PS39_HUMAN HLA-A 1
B7ZCA0 B7ZCA0_HUMAN SYNGAP1 3
H0Y474 H0Y474_HUMAN ATP6V1G2 1
A0A140TA52 A0A140TA52_HUMAN TNXB 1
A0A0G2JRR0 A0A0G2JRR0_HUMAN EHMT2 1
Q2L6G8 Q2L6G8_HUMAN CDSN 1
E7EPN2 E7EPN2_HUMAN DDR1 1
G8JLG2 G8JLG2_HUMAN CDSN 1
A2ABL2 A2ABL2_HUMAN DDR1 1
A2ABF9 A2ABF9_HUMAN EHMT2 2
B7Z645 B7Z645_HUMAN SYNCRIP 1
A0A087WT25 A0A087WT25_HUMAN TULP1 1
A0A0G2JIF0 A0A0G2JIF0_HUMAN HLA-C 1
B1AKB4 B1AKB4_HUMAN TFEB 1
Q3B794 Q3B794_HUMAN STXBP5 1
A0A1U9X989 A0A1U9X989_HUMAN NOTCH4 1
A0A140T9R5 A0A140T9R5_HUMAN NOTCH4 1
Q9GJ45 Q9GJ45_HUMAN HLA-A 1
A0A0G2JL47 A0A0G2JL47_HUMAN BAG6 1
A2BF26 A2BF26_HUMAN HLA-C 1
A0A0G2JH50 A0A0G2JH50_HUMAN HLA-C 1
A0A0A0MSX3 A0A0A0MSX3_HUMAN DDR1 1
A0A1W2PSE7 A0A1W2PSE7_HUMAN HLA-A 1
A0A0G2JHL0 A0A0G2JHL0_HUMAN BRD2 1
Q05GC8 Q05GC8_HUMAN TRERF1 1
A0A0G2JJA0 A0A0G2JJA0_HUMAN DDR1 1
A0A0G2JK23 A0A0G2JK23_HUMAN BAG6 1
E7ERN0 E7ERN0_HUMAN DDR1 1
B4DFG0 B4DFG0_HUMAN DEK 1
E9PK75 E9PK75_HUMAN RXRB 1
H0Y6K2 H0Y6K2_HUMAN BRD2 2
V9GYU4 V9GYU4_HUMAN C6orf223 1
E9PDG8 E9PDG8_HUMAN SNAP91 4
A0A0G2JIC2 A0A0G2JIC2_HUMAN ABCF1 1
Q709A9 Q709A9_HUMAN TFEB 1
A0A024RCR6 A0A024RCR6_HUMAN BAG6 1
A0A0G2JHK4 A0A0G2JHK4_HUMAN DDR1 1
Q5STZ8 Q5STZ8_HUMAN ABCF1 3
Q5TA12 Q5TA12_HUMAN DOP1A 1
E7EQR4 E7EQR4_HUMAN EZR 1
A0A1W2PP77 A0A1W2PP77_HUMAN HLA-C 1
A0A0A0MRC8 A0A0A0MRC8_HUMAN KCNQ5 2
U3KQA6 U3KQA6_HUMAN BRD2 1
A0A0C4DG40 A0A0C4DG40_HUMAN SYNE1 2
A0A2R8Y5N3 A0A2R8Y5N3_HUMAN ZBED9 1
E7EX99 E7EX99_HUMAN DDR1 1
A0A140T9M1 A0A140T9M1_HUMAN MICA 1
Q7Z6S4 Q7Z6S4_HUMAN TBP 1
A0A0A0MT33 A0A0A0MT33_HUMAN SCAF8 1
A0A3B3ITT8 A0A3B3ITT8_HUMAN PDE10A 1
E9PMV8 E9PMV8_HUMAN EPB41L2 1
E7ETI3 E7ETI3_HUMAN DDR1 1
E7EQ30 E7EQ30_HUMAN DDR1 1
F5H2S6 F5H2S6_HUMAN MAP3K4 1
H0YDT0 H0YDT0_HUMAN REPS1 1
A0A1B0GVK1 A0A1B0GVK1_HUMAN ARID1B 1
A0A140T9W2 A0A140T9W2_HUMAN HLA-C 1
E9PJP2 E9PJP2_HUMAN SOGA3 2
E7EQ23 E7EQ23_HUMAN DDR1 1
F5H4R1 F5H4R1_HUMAN MAP3K4 2
A0A2R8YDS2 A0A2R8YDS2_HUMAN SYNGAP1 3
F5H212 F5H212_HUMAN HIVEP1 1
A0A0G2JK44 A0A0G2JK44_HUMAN BRD2 2
E9PK52 E9PK52_HUMAN EPB41L2 1
A0A140T975 A0A140T975_HUMAN HLA-A 1
A0A0A0MT07 A0A0A0MT07_HUMAN KCNQ5 2
C9JAJ6 C9JAJ6_HUMAN BTN2A2 1
Q5TGM7 Q5TGM7_HUMAN TULP1 1
E7ES06 E7ES06_HUMAN DDR1 1
C9JWH2 C9JWH2_HUMAN BTN2A2 1
A0A140T8Y3 A0A140T8Y3_HUMAN TNXB 1
Q5VYB9 Q5VYB9_HUMAN LRP11 1
F8WAS6 F8WAS6_HUMAN GABBR1 1
B0QYS7 B0QYS7_HUMAN TFEB 1
E7ETX3 E7ETX3_HUMAN DDR1 1
A0A140T941 A0A140T941_HUMAN HLA-A 1
A0A1B0GTJ8 A0A1B0GTJ8_HUMAN ARID1B 1
E9PG44 E9PG44_HUMAN MOG 1
I3L354 I3L354_HUMAN RUNX2 2
A0A140T930 A0A140T930_HUMAN HLA-C 1
A0A1W2PRX1 A0A1W2PRX1_HUMAN HLA-C 1
E7ENJ2 E7ENJ2_HUMAN DDR1 1
E7EUP7 E7EUP7_HUMAN DDR1 1
A0A140T9J9 A0A140T9J9_HUMAN HLA-C 1
A0A075B7F5 A0A075B7F5_HUMAN AK9 1
E9PN39 E9PN39_HUMAN MTFR2 1
H7BYC0 H7BYC0_HUMAN MOG 1
A0A0G2JIU9 A0A0G2JIU9_HUMAN MOG 1
A0A0U1RQR5 A0A0U1RQR5_HUMAN PRICKLE4 1
A0A140T9F7 A0A140T9F7_HUMAN BRD2 1
A0A087WX80 A0A087WX80_HUMAN LAMA2 1
E9PPM3 E9PPM3_HUMAN AK9 1
A0A140TA33 A0A140TA33_HUMAN TNXB 1
A0A0G2JHM8 A0A0G2JHM8_HUMAN MOG 1
H3BLW6 H3BLW6_HUMAN TMEM63B 1
B0QYS6 B0QYS6_HUMAN TFEB 1
H7C5Z1 H7C5Z1_HUMAN PPP2R5D 1
H0Y8L4 H0Y8L4_HUMAN AFDN 1
F8WAI0 F8WAI0_HUMAN SYNE1 1
A0A1B0GWJ2 A0A1B0GWJ2_HUMAN ARID1B 1
E7EUD5 E7EUD5_HUMAN DDR1 1
F8W9J4 F8W9J4_HUMAN DST 1
A0A3F2YP58 A0A3F2YP58_HUMAN PDE10A 3
A0A087WYF1 A0A087WYF1_HUMAN LAMA2 1
Q5SRN1 Q5SRN1_HUMAN CDC40 1
F8WAV2 F8WAV2_HUMAN GABBR1 1
A0A2R8Y7Z3 A0A2R8Y7Z3_HUMAN RUNX2 2
E9PFQ8 E9PFQ8_HUMAN RIOK1 1
A0A0G2JNZ7 A0A0G2JNZ7_HUMAN DDR1 1
A0A2R8Y6T2 A0A2R8Y6T2_HUMAN SYNGAP1 3
Q5JV20 Q5JV20_HUMAN SYNE1 1
A0A140TA41 A0A140TA41_HUMAN TNXB 1
Q5T0V7 Q5T0V7_HUMAN DST 2
H0YF14 H0YF14_HUMAN BCLAF1 1
A0A140T9M0 A0A140T9M0_HUMAN HLA-C 1
H0Y948 H0Y948_HUMAN AFDN 1
E9PPU7 E9PPU7_HUMAN AK9 1
A0A140T9C0 A0A140T9C0_HUMAN TNXB 1
F5H538 F5H538_HUMAN MAP3K4 2
E9PQN2 E9PQN2_HUMAN BCLAF1 1
E7EN94 E7EN94_HUMAN DDR1 1
F5GYK6 F5GYK6_HUMAN ABCF1 1
C9JZG6 C9JZG6_HUMAN GABBR1 1
A0A0G2JHB7 A0A0G2JHB7_HUMAN MOG 1
F5H1X6 F5H1X6_HUMAN MAP3K4 1
A0A140T962 A0A140T962_HUMAN HLA-C 1
H7BYC3 H7BYC3_HUMAN BTN2A1 1
H0Y8X0 H0Y8X0_HUMAN DEK 1
E9PK91 E9PK91_HUMAN BCLAF1 2
J3KN01 J3KN01_HUMAN AFDN 2
I3L0L0 I3L0L0_HUMAN RUNX2 2
A0A0G2JKI0 A0A0G2JKI0_HUMAN MOG 1
Q5TF93 Q5TF93_HUMAN HEY2 1
A0A1B0GVC6 A0A1B0GVC6_HUMAN TBP 1
E7EXB0 E7EXB0_HUMAN DDR1 1
F8WC65 F8WC65_HUMAN BTN2A2 1
A0A1W2PQ17 A0A1W2PQ17_HUMAN MOG 1
E7EPH4 E7EPH4_HUMAN DDR1 1
A0A140T9U0 A0A140T9U0_HUMAN HLA-C 1
A0A140T947 A0A140T947_HUMAN DHX16 1
E5RGY9 E5RGY9_HUMAN SNAP91 1
A0A1W2PQ43 A0A1W2PQ43_HUMAN BCLAF1 1
A0A0G2JIQ0 A0A0G2JIQ0_HUMAN MOG 1
A0A0A0MRM7 A0A0A0MRM7_HUMAN SNAP91 2
A0A3B3IU85 A0A3B3IU85_HUMAN PDE10A 1
D6R9L5 D6R9L5_HUMAN DEK 1
D6RBU7 D6RBU7_HUMAN DDR1 1
A0A140T8Y2 A0A140T8Y2_HUMAN GNL1 2
A0A087X1X9 A0A087X1X9_HUMAN SMAP1 1
D6RB82 D6RB82_HUMAN DDR1 1
B1AKA9 B1AKA9_HUMAN TFEB 1
H0Y8S7 H0Y8S7_HUMAN RBM24 2
A0A1W2PS56 A0A1W2PS56_HUMAN HLA-C 1
A0A140T9S4 A0A140T9S4_HUMAN GABBR1 2
H0Y5G0 H0Y5G0_HUMAN SMAP1 1
A0A140T937 A0A140T937_HUMAN HLA-C 1
J3KP89 J3KP89_HUMAN AK9 1
H0Y5B0 H0Y5B0_HUMAN EPB41L2 1
A0A140T9I1 A0A140T9I1_HUMAN BRD2 2
B1AKB1 B1AKB1_HUMAN TFEB 1
E9PEZ1 E9PEZ1_HUMAN CUL9 1
A0A140T9V2 A0A140T9V2_HUMAN BRD2 1
A0A2R8Y5B3 A0A2R8Y5B3_HUMAN EPB41L2 1
A0A140T912 A0A140T912_HUMAN HLA-C 1
Q7Z6S5 Q7Z6S5_HUMAN TBP 1
A0A1W2PPN1 A0A1W2PPN1_HUMAN MICA 1
E7ESR9 E7ESR9_HUMAN DDR1 1
F8WF38 F8WF38_HUMAN GABBR1 1
A0A1B0GV63 A0A1B0GV63_HUMAN ARID1B 1
F8WEA4 F8WEA4_HUMAN KCNQ5 2
D6R9C4 D6R9C4_HUMAN DDR1 1
A0A140T8Z8 A0A140T8Z8_HUMAN TNXB 1
A0A140T9Y6 A0A140T9Y6_HUMAN ZBED9 1
E9PMG1 E9PMG1_HUMAN REPS1 1
A0A140T9E9 A0A140T9E9_HUMAN BRD2 2
A0A3F2YNW7 A0A3F2YNW7_HUMAN ARID1B 8
A0A1B0GXL9 A0A1B0GXL9_HUMAN TFEB 1
A0A1W2PRT9 A0A1W2PRT9_HUMAN HLA-A 1
H0YF63 H0YF63_HUMAN BCLAF1 1
