UniqueIdentifier EntryName NumberTRs
E7ERN0 E7ERN0_HUMAN 1
B4DFG0 B4DFG0_HUMAN 1
E9PK75 E9PK75_HUMAN 1
H0Y6K2 H0Y6K2_HUMAN 2
V9GYU4 V9GYU4_HUMAN 1
E9PDG8 E9PDG8_HUMAN 4
A0A0G2JIC2 A0A0G2JIC2_HUMAN 1
Q709A9 Q709A9_HUMAN 1
A0A024RCR6 A0A024RCR6_HUMAN 1
A0A0G2JHK4 A0A0G2JHK4_HUMAN 1
Q5STZ8 Q5STZ8_HUMAN 3
Q5TA12 Q5TA12_HUMAN 1
E7EQR4 E7EQR4_HUMAN 1
A0A1W2PP77 A0A1W2PP77_HUMAN 1
A0A0A0MRC8 A0A0A0MRC8_HUMAN 2
U3KQA6 U3KQA6_HUMAN 1
A0A0C4DG40 A0A0C4DG40_HUMAN 2
A0A2R8Y5N3 A0A2R8Y5N3_HUMAN 1
E7EX99 E7EX99_HUMAN 1
A0A140T9M1 A0A140T9M1_HUMAN 1
Q7Z6S4 Q7Z6S4_HUMAN 1
A0A0A0MT33 A0A0A0MT33_HUMAN 1
A0A3B3ITT8 A0A3B3ITT8_HUMAN 1
E9PMV8 E9PMV8_HUMAN 1
E7ETI3 E7ETI3_HUMAN 1
E7EQ30 E7EQ30_HUMAN 1
F5H2S6 F5H2S6_HUMAN 1
H0YDT0 H0YDT0_HUMAN 1
A0A1B0GVK1 A0A1B0GVK1_HUMAN 1
A0A140T9W2 A0A140T9W2_HUMAN 1
E9PJP2 E9PJP2_HUMAN 2
E7EQ23 E7EQ23_HUMAN 1
F5H4R1 F5H4R1_HUMAN 2
A0A2R8YDS2 A0A2R8YDS2_HUMAN 3
F5H212 F5H212_HUMAN 1
A0A0G2JK44 A0A0G2JK44_HUMAN 2
E9PK52 E9PK52_HUMAN 1
A0A140T975 A0A140T975_HUMAN 1
A0A0A0MT07 A0A0A0MT07_HUMAN 2
C9JAJ6 C9JAJ6_HUMAN 1
Q5TGM7 Q5TGM7_HUMAN 1
E7ES06 E7ES06_HUMAN 1
C9JWH2 C9JWH2_HUMAN 1
A0A140T8Y3 A0A140T8Y3_HUMAN 1
Q5VYB9 Q5VYB9_HUMAN 1
F8WAS6 F8WAS6_HUMAN 1
B0QYS7 B0QYS7_HUMAN 1
E7ETX3 E7ETX3_HUMAN 1
A0A140T941 A0A140T941_HUMAN 1
A0A1B0GTJ8 A0A1B0GTJ8_HUMAN 1
E9PG44 E9PG44_HUMAN 1
I3L354 I3L354_HUMAN 2
A0A140T930 A0A140T930_HUMAN 1
A0A1W2PRX1 A0A1W2PRX1_HUMAN 1
E7ENJ2 E7ENJ2_HUMAN 1
E7EUP7 E7EUP7_HUMAN 1
A0A140T9J9 A0A140T9J9_HUMAN 1
A0A075B7F5 A0A075B7F5_HUMAN 1
E9PN39 E9PN39_HUMAN 1
H7BYC0 H7BYC0_HUMAN 1
A0A0G2JIU9 A0A0G2JIU9_HUMAN 1
A0A0U1RQR5 A0A0U1RQR5_HUMAN 1
A0A140T9F7 A0A140T9F7_HUMAN 1
A0A087WX80 A0A087WX80_HUMAN 1
E9PPM3 E9PPM3_HUMAN 1
A0A140TA33 A0A140TA33_HUMAN 1
A0A0G2JHM8 A0A0G2JHM8_HUMAN 1
H3BLW6 H3BLW6_HUMAN 1
B0QYS6 B0QYS6_HUMAN 1
H7C5Z1 H7C5Z1_HUMAN 1
H0Y8L4 H0Y8L4_HUMAN 1
F8WAI0 F8WAI0_HUMAN 1
A0A1B0GWJ2 A0A1B0GWJ2_HUMAN 1
E7EUD5 E7EUD5_HUMAN 1
F8W9J4 F8W9J4_HUMAN 1
A0A3F2YP58 A0A3F2YP58_HUMAN 3
A0A087WYF1 A0A087WYF1_HUMAN 1
Q5SRN1 Q5SRN1_HUMAN 1
F8WAV2 F8WAV2_HUMAN 1
A0A2R8Y7Z3 A0A2R8Y7Z3_HUMAN 2
E9PFQ8 E9PFQ8_HUMAN 1
A0A0G2JNZ7 A0A0G2JNZ7_HUMAN 1
A0A2R8Y6T2 A0A2R8Y6T2_HUMAN 3
Q5JV20 Q5JV20_HUMAN 1
A0A140TA41 A0A140TA41_HUMAN 1
Q5T0V7 Q5T0V7_HUMAN 2
H0YF14 H0YF14_HUMAN 1
A0A140T9M0 A0A140T9M0_HUMAN 1
H0Y948 H0Y948_HUMAN 1
E9PPU7 E9PPU7_HUMAN 1
A0A140T9C0 A0A140T9C0_HUMAN 1
F5H538 F5H538_HUMAN 2
E9PQN2 E9PQN2_HUMAN 1
E7EN94 E7EN94_HUMAN 1
F5GYK6 F5GYK6_HUMAN 1
C9JZG6 C9JZG6_HUMAN 1
A0A0G2JHB7 A0A0G2JHB7_HUMAN 1
F5H1X6 F5H1X6_HUMAN 1
A0A140T962 A0A140T962_HUMAN 1
H7BYC3 H7BYC3_HUMAN 1
H0Y8X0 H0Y8X0_HUMAN 1
E9PK91 E9PK91_HUMAN 2
J3KN01 J3KN01_HUMAN 2
I3L0L0 I3L0L0_HUMAN 2
A0A0G2JKI0 A0A0G2JKI0_HUMAN 1
Q5TF93 Q5TF93_HUMAN 1
A0A1B0GVC6 A0A1B0GVC6_HUMAN 1
E7EXB0 E7EXB0_HUMAN 1
F8WC65 F8WC65_HUMAN 1
A0A1W2PQ17 A0A1W2PQ17_HUMAN 1
E7EPH4 E7EPH4_HUMAN 1
A0A140T9U0 A0A140T9U0_HUMAN 1
A0A140T947 A0A140T947_HUMAN 1
E5RGY9 E5RGY9_HUMAN 1
A0A1W2PQ43 A0A1W2PQ43_HUMAN 1
A0A0G2JIQ0 A0A0G2JIQ0_HUMAN 1
A0A0A0MRM7 A0A0A0MRM7_HUMAN 2
A0A3B3IU85 A0A3B3IU85_HUMAN 1
D6R9L5 D6R9L5_HUMAN 1
D6RBU7 D6RBU7_HUMAN 1
A0A140T8Y2 A0A140T8Y2_HUMAN 2
A0A087X1X9 A0A087X1X9_HUMAN 1
D6RB82 D6RB82_HUMAN 1
B1AKA9 B1AKA9_HUMAN 1
H0Y8S7 H0Y8S7_HUMAN 2
A0A1W2PS56 A0A1W2PS56_HUMAN 1
A0A140T9S4 A0A140T9S4_HUMAN 2
H0Y5G0 H0Y5G0_HUMAN 1
A0A140T937 A0A140T937_HUMAN 1
J3KP89 J3KP89_HUMAN 1
H0Y5B0 H0Y5B0_HUMAN 1
A0A140T9I1 A0A140T9I1_HUMAN 2
B1AKB1 B1AKB1_HUMAN 1
E9PEZ1 E9PEZ1_HUMAN 1
A0A140T9V2 A0A140T9V2_HUMAN 1
A0A2R8Y5B3 A0A2R8Y5B3_HUMAN 1
A0A140T912 A0A140T912_HUMAN 1
Q7Z6S5 Q7Z6S5_HUMAN 1
A0A1W2PPN1 A0A1W2PPN1_HUMAN 1
E7ESR9 E7ESR9_HUMAN 1
F8WF38 F8WF38_HUMAN 1
A0A1B0GV63 A0A1B0GV63_HUMAN 1
F8WEA4 F8WEA4_HUMAN 2
D6R9C4 D6R9C4_HUMAN 1
A0A140T8Z8 A0A140T8Z8_HUMAN 1
A0A140T9Y6 A0A140T9Y6_HUMAN 1
E9PMG1 E9PMG1_HUMAN 1
A0A140T9E9 A0A140T9E9_HUMAN 2
A0A3F2YNW7 A0A3F2YNW7_HUMAN 8
A0A1B0GXL9 A0A1B0GXL9_HUMAN 1
A0A1W2PRT9 A0A1W2PRT9_HUMAN 1
H0YF63 H0YF63_HUMAN 1
A8MQ02 A8MQ02_HUMAN 2
C9JTE0 C9JTE0_HUMAN 1
A0A140TA42 A0A140TA42_HUMAN 2
E9PK09 E9PK09_HUMAN 1
J3KNB8 J3KNB8_HUMAN 1
H0YCD1 H0YCD1_HUMAN 1
E9PMG5 E9PMG5_HUMAN 1
C9IY66 C9IY66_HUMAN 1
A0A0A0MSD9 A0A0A0MSD9_HUMAN 2
E7ENN3 E7ENN3_HUMAN 2
A0A1W2PQS8 A0A1W2PQS8_HUMAN 1
A0A0A0MSC0 A0A0A0MSC0_HUMAN 2
A0A0C4DFY8 A0A0C4DFY8_HUMAN 1
A0A140T9Z6 A0A140T9Z6_HUMAN 1
A0A140T9B8 A0A140T9B8_HUMAN 1
Q5TIG5 Q5TIG5_HUMAN 1
A0A3B3ISX9 A0A3B3ISX9_HUMAN 1
Q9BT09 CNPY3_HUMAN 1
P54253 ATX1_HUMAN 2
P46379 BAG6_HUMAN 1
A0A0A0MQZ2 A0A0A0MQZ2_HUMAN 3
Q92932 PTPR2_HUMAN 1
Q9Y6V0 PCLO_HUMAN 2
P04085 PDGFA_HUMAN 1
O15069 NACAD_HUMAN 2
Q02505 MUC3A_HUMAN 1
Q6ZVC0 NYAP1_HUMAN 3
Q7L2J0 MEPCE_HUMAN 1
Q9UHC7 MKRN1_HUMAN 1
P50219 MNX1_HUMAN 4
Q6P5Q4 LMOD2_HUMAN 4
Q86UL8 MAGI2_HUMAN 1
Q2M2H8 MGAL_HUMAN 1
P13667 PDIA4_HUMAN 2
Q6ZW49 PAXI1_HUMAN 7
Q86TG7 PEG10_HUMAN 2
O94880 PHF14_HUMAN 1
Q8IWU2 LMTK2_HUMAN 1
Q86UP9 LHPL3_HUMAN 1
P29474 NOS3_HUMAN 1
Q8IVD9 NUDC3_HUMAN 1
P15502 ELN_HUMAN 3
O75912 DGKI_HUMAN 1
P15056 BRAF_HUMAN 2
Q14004 CDK13_HUMAN 3
Q96JN2 CC136_HUMAN 1
Q05682 CALD1_HUMAN 1
Q96RJ6 FER3L_HUMAN 1
O95302 FKBP9_HUMAN 1
P30988 CALCR_HUMAN 1
P85037 FOXK1_HUMAN 2
P78424 PO6F2_HUMAN 3
Q3B726 RPA43_HUMAN 3
Q8TA86 RP9_HUMAN 1
Q9NW13 RBM28_HUMAN 1
Q96EV2 RBM33_HUMAN 3
A0A075B6N2 TVBT1_HUMAN 1
O15164 TIF1A_HUMAN 1
Q9BVT8 TMUB1_HUMAN 1
Q9H9J4 UBP42_HUMAN 1
A0A5B7 TVB29_HUMAN 1
O15417 TNC18_HUMAN 2
Q9ULD5 ZN777_HUMAN 1
Q8NF64 ZMIZ2_HUMAN 2
A6NFI3 ZN316_HUMAN 5
Q15942 ZYX_HUMAN 2
Q8NHG8 ZNRF2_HUMAN 2
O15240 VGF_HUMAN 2
O00401 WASL_HUMAN 5
Q9BXP5 SRRT_HUMAN 1
Q13595 TRA2A_HUMAN 5
Q75N03 HAKAI_HUMAN 2
Q71UI9 H2AV_HUMAN 1
Q8IZD2 KMT2E_HUMAN 4
Q6ZMT4 KDM7A_HUMAN 1
Q96PZ0 PUS7_HUMAN 1
Q96I51 RCC1L_HUMAN 1
Q99835 SMO_HUMAN 1
P78362 SRPK2_HUMAN 1
Q02446 SP4_HUMAN 2
Q9ULQ0 STRP2_HUMAN 2
Q9Y4A5 TRRAP_HUMAN 1
Q16181 SEPT7_HUMAN 1
Q8IXZ3 SP8_HUMAN 5
Q6PCB5 RSBNL_HUMAN 2
P58743 S26A5_HUMAN 1
Q96NL0 RUN3B_HUMAN 1
Q7Z5N4 SDK1_HUMAN 1
Q9UPZ6 THS7A_HUMAN 1
A6NGB9 WIPF3_HUMAN 2
A6NJT0 UNC4_HUMAN 2
B2RXF0 T229A_HUMAN 1
Q75MD7 Q75MD7_HUMAN 1
C9JAU6 C9JAU6_HUMAN 1
F8WCZ4 F8WCZ4_HUMAN 1
A0A2R8YDP5 A0A2R8YDP5_HUMAN 2
P22303 ACES_HUMAN 1
Q8IUX7 AEBP1_HUMAN 1
Q08828 ADCY1_HUMAN 1
P0C7M8 CLC2L_HUMAN 1
Q9UHC3 ASIC3_HUMAN 1
Q15910 EZH2_HUMAN 1
Q6UWF9 F180A_HUMAN 1
Q5BKY9 F133B_HUMAN 2
O15354 GPR37_HUMAN 2
P0C7U0 ELFN1_HUMAN 2
Q8N158 GPC2_HUMAN 2
Q14956 GPNMB_HUMAN 1
P42658 DPP6_HUMAN 1
Q7L5N1 CSN6_HUMAN 1
Q86UW9 DTX2_HUMAN 1
O75190 DNJB6_HUMAN 1
Q9BWK5 CYREN_HUMAN 1
Q9NXR8 ING3_HUMAN 1
P31268 HXA7_HUMAN 1
Q13568 IRF5_HUMAN 1
P50222 MEOX2_HUMAN 1
P31271 HXA13_HUMAN 4
O75420 GGYF1_HUMAN 3
Q86VQ1 GLCI1_HUMAN 1
A4D2P6 GRD2I_HUMAN 1
Q76N89 HECW1_HUMAN 1
Q9UHL9 GT2D1_HUMAN 2
Q9H2X6 HIPK2_HUMAN 1
P31270 HXA11_HUMAN 1
P49639 HXA1_HUMAN 1
P31260 HXA10_HUMAN 1
O43364 HXA2_HUMAN 1
P31269 HXA9_HUMAN 1
O43365 HXA3_HUMAN 1
Q00056 HXA4_HUMAN 2
O15409 FOXP2_HUMAN 2
Q14549 GBX1_HUMAN 3
Q8NEZ4 KMT2C_HUMAN 2
A0A0E3D6M1 A0A0E3D6M1_HUMAN 1
A0A2R8Y8E0 A0A2R8Y8E0_HUMAN 2
A0A5B4 A0A5B4_HUMAN 1
A0A1B0GTI1 A0A1B0GTI1_HUMAN 1
E7EWI0 E7EWI0_HUMAN 1
F8WCM8 F8WCM8_HUMAN 1
Q7Z7F4 Q7Z7F4_HUMAN 1
G5E950 G5E950_HUMAN 3
A0A0J9YX62 A0A0J9YX62_HUMAN 1
A0A0A0MSQ7 A0A0A0MSQ7_HUMAN 1
A0A087X0Q6 A0A087X0Q6_HUMAN 3
Q5I0Y5 Q5I0Y5_HUMAN 1
B3KRT8 B3KRT8_HUMAN 3
Q0PRL4 Q0PRL4_HUMAN 2
E7EWQ4 E7EWQ4_HUMAN 1
A0A0U1RQE6 A0A0U1RQE6_HUMAN 1
B4DSP0 B4DSP0_HUMAN 3
Q8IYG9 Q8IYG9_HUMAN 1
E7ETP7 E7ETP7_HUMAN 2
H7C560 H7C560_HUMAN 2
H7C4Q8 H7C4Q8_HUMAN 1
A0A2U3TZI2 A0A2U3TZI2_HUMAN 2
E7EM72 E7EM72_HUMAN 1
A0A0D9SGI1 A0A0D9SGI1_HUMAN 1
C9J2P9 C9J2P9_HUMAN 2
A0A0D9SGF8 A0A0D9SGF8_HUMAN 1
A0A024RDL5 A0A024RDL5_HUMAN 1
G3XAL2 G3XAL2_HUMAN 1
Q8N6B5 Q8N6B5_HUMAN 2
Q496J0 Q496J0_HUMAN 1
H7BXS9 H7BXS9_HUMAN 1
Q496J3 Q496J3_HUMAN 1
Q6TQD3 Q6TQD3_HUMAN 1
G3V0G6 G3V0G6_HUMAN 3
Q5JXL7 Q5JXL7_HUMAN 1
I3L0D1 I3L0D1_HUMAN 1
A0A0G2JNH7 A0A0G2JNH7_HUMAN 1
A0A0C4DG16 A0A0C4DG16_HUMAN 1
A8MTZ4 A8MTZ4_HUMAN 1
A0A3B3IRW4 A0A3B3IRW4_HUMAN 1
F8WBJ4 F8WBJ4_HUMAN 1
A0A0U1RQM2 A0A0U1RQM2_HUMAN 2
H7C5K3 H7C5K3_HUMAN 2
C9J813 C9J813_HUMAN 1
C9JDX6 C9JDX6_HUMAN 1
F8WD34 F8WD34_HUMAN 1
H7C3B8 H7C3B8_HUMAN 1
F8WEY8 F8WEY8_HUMAN 1
C9J2C4 C9J2C4_HUMAN 1
C9J884 C9J884_HUMAN 1
E7EP82 E7EP82_HUMAN 2
A0A3B3ISV4 A0A3B3ISV4_HUMAN 2
E7ET07 E7ET07_HUMAN 1
A0A087WVB5 A0A087WVB5_HUMAN 1
C9JAD8 C9JAD8_HUMAN 1
C9J2P2 C9J2P2_HUMAN 1
A0A0A6YYG8 A0A0A6YYG8_HUMAN 1
E7EUH7 E7EUH7_HUMAN 1
C9JU31 C9JU31_HUMAN 1
H7C3A1 H7C3A1_HUMAN 1
E9PH18 E9PH18_HUMAN 1
A0A0A0MTA6 A0A0A0MTA6_HUMAN 1
A0A2R8Y568 A0A2R8Y568_HUMAN 1
A0A087WY08 A0A087WY08_HUMAN 1
E7ES33 E7ES33_HUMAN 1
F8WAS8 F8WAS8_HUMAN 1
H7C0H2 H7C0H2_HUMAN 1
C9JQP8 C9JQP8_HUMAN 1
H0Y3K4 H0Y3K4_HUMAN 3
H0YIA6 H0YIA6_HUMAN 1
C9J2S3 C9J2S3_HUMAN 1
H7BZI8 H7BZI8_HUMAN 1
H0YHX3 H0YHX3_HUMAN 2
C9J4Z5 C9J4Z5_HUMAN 1
A0A0J9YXG7 A0A0J9YXG7_HUMAN 2
A0A0U1RRM2 A0A0U1RRM2_HUMAN 1
C9JZL6 C9JZL6_HUMAN 1
A0A0D9SGF2 A0A0D9SGF2_HUMAN 1
A0A2R8Y522 A0A2R8Y522_HUMAN 1
E7EPK1 E7EPK1_HUMAN 1
H0YL15 H0YL15_HUMAN 2
A0A087WZG9 A0A087WZG9_HUMAN 3
A0A0C4DGU7 A0A0C4DGU7_HUMAN 1
A0A1B0GUF0 A0A1B0GUF0_HUMAN 1
A0A0A0MRG0 A0A0A0MRG0_HUMAN 1
H0YMU7 H0YMU7_HUMAN 1
A8MVF3 A8MVF3_HUMAN 1
C9J386 C9J386_HUMAN 1
F8WEM1 F8WEM1_HUMAN 1
F8W6X9 F8W6X9_HUMAN 1
C9JXA7 C9JXA7_HUMAN 1
C9J6V2 C9J6V2_HUMAN 1
A0A2R8YFE7 A0A2R8YFE7_HUMAN 1
A0A087WWA0 A0A087WWA0_HUMAN 1
C9JNS8 C9JNS8_HUMAN 1
E7ENM0 E7ENM0_HUMAN 3
A0A087X231 A0A087X231_HUMAN 1
A0A0U1RQR8 A0A0U1RQR8_HUMAN 2
C9J0D1 C9J0D1_HUMAN 1
C9JE17 C9JE17_HUMAN 1
A0A087WX23 A0A087WX23_HUMAN 4
A0A087WTQ6 A0A087WTQ6_HUMAN 1
A0A2R8YES9 A0A2R8YES9_HUMAN 2
A0A0U1RQE0 A0A0U1RQE0_HUMAN 2
H7C3R3 H7C3R3_HUMAN 1
A0A2R8Y4Z0 A0A2R8Y4Z0_HUMAN 1
F8WD68 F8WD68_HUMAN 1
C9J5F6 C9J5F6_HUMAN 1
E7ERT8 E7ERT8_HUMAN 1
H7C5G8 H7C5G8_HUMAN 1
C9JDR7 C9JDR7_HUMAN 1
E9PFE2 E9PFE2_HUMAN 2
C9J2M4 C9J2M4_HUMAN 1
C9JKM5 C9JKM5_HUMAN 1
C9IZ41 C9IZ41_HUMAN 1
A0A0U1RRH6 A0A0U1RRH6_HUMAN 1
E7EX44 E7EX44_HUMAN 1
J3KR05 J3KR05_HUMAN 1
F5GXW1 F5GXW1_HUMAN 1
A0A2R8Y4R9 A0A2R8Y4R9_HUMAN 1
A0A087WXA3 A0A087WXA3_HUMAN 2
E7EN65 E7EN65_HUMAN 3
A0A1B0GTC0 A0A1B0GTC0_HUMAN 1
C9JD78 C9JD78_HUMAN 1
A0A087WXK2 A0A087WXK2_HUMAN 2
A0A087WTA8 A0A087WTA8_HUMAN 1
J3KN13 J3KN13_HUMAN 1
H9KVB4 H9KVB4_HUMAN 2
H0Y8A2 H0Y8A2_HUMAN 1
G3V1Q4 G3V1Q4_HUMAN 1
E7ENI6 E7ENI6_HUMAN 1
A0A182DWF7 A0A182DWF7_HUMAN 1
C9JMN9 C9JMN9_HUMAN 2
A0A0D9SET0 A0A0D9SET0_HUMAN 1
F8WAH6 F8WAH6_HUMAN 3
C9JS30 C9JS30_HUMAN 3
A0A0U1RQY3 A0A0U1RQY3_HUMAN 2
F8WAR7 F8WAR7_HUMAN 1
H0YH72 H0YH72_HUMAN 1
A0A1B0GUI9 A0A1B0GUI9_HUMAN 1
C9K0V9 C9K0V9_HUMAN 1
H0Y4W2 H0Y4W2_HUMAN 1
E7EWM3 E7EWM3_HUMAN 2
A0A087WUL4 A0A087WUL4_HUMAN 4
A8MUV4 A8MUV4_HUMAN 2
E7EM83 E7EM83_HUMAN 1
A8MTU2 A8MTU2_HUMAN 1
E7ET89 E7ET89_HUMAN 1
H0YKR5 H0YKR5_HUMAN 2
A0A087X127 A0A087X127_HUMAN 2
A0A0D9SEY4 A0A0D9SEY4_HUMAN 1
A0A3B3ISS6 A0A3B3ISS6_HUMAN 1
C9JAA9 C9JAA9_HUMAN 1
A0A2R8Y467 A0A2R8Y467_HUMAN 2
A0A0A0MSG0 A0A0A0MSG0_HUMAN 2
H0YK27 H0YK27_HUMAN 2
E9PGZ1 E9PGZ1_HUMAN 1
F8WB93 F8WB93_HUMAN 1
A0A2R8Y8C6 A0A2R8Y8C6_HUMAN 1
C9IYI5 C9IYI5_HUMAN 1
A0A1W2PS63 A0A1W2PS63_HUMAN 2
H7C3D3 H7C3D3_HUMAN 1
A0A1W2PRP0 A0A1W2PRP0_HUMAN 1
H0Y2Y8 H0Y2Y8_HUMAN 2
C9JWF7 C9JWF7_HUMAN 1
H7C2B2 H7C2B2_HUMAN 1
O75128 COBL_HUMAN 1
P08123 CO1A2_HUMAN 1
Q8WXX7 AUTS2_HUMAN 1
P04920 B3A2_HUMAN 1
Q9UIG0 BAZ1B_HUMAN 1
Q9ULK2 AT7L1_HUMAN 1
Q8N129 CNPY4_HUMAN 1
Q674R7 ATG9B_HUMAN 2
Q9UDT6 CLIP2_HUMAN 1
Q8N9Z2 CC71L_HUMAN 2
A0A2R8Y516 A0A2R8Y516_HUMAN 1
E7EM64 E7EM64_HUMAN 1
E9PCM2 E9PCM2_HUMAN 1
A8MW92 P20L1_HUMAN 3
Q14990 ODFP1_HUMAN 1
Q8WWR9 PDPFL_HUMAN 1
Q8NHW3 MAFA_HUMAN 1
Q06455 MTG8_HUMAN 1
Q9BXY0 MAK16_HUMAN 1
Q86SE8 NPM2_HUMAN 1
P07197 NFM_HUMAN 1
Q15149 PLEC_HUMAN 2
Q02297 NRG1_HUMAN 2
Q9NSY0 NRBP2_HUMAN 1
Q99801 NKX31_HUMAN 1
Q50LG9 LRC24_HUMAN 2
Q15154 PCM1_HUMAN 1
Q96MG8 PCMD1_HUMAN 1
O94761 RECQ4_HUMAN 1
A1KZ92 PXDNL_HUMAN 1
Q96BK5 PINX1_HUMAN 1
Q08495 DEMA_HUMAN 1
P11362 FGFR1_HUMAN 1
P35219 CAH8_HUMAN 1
Q8N531 FBXL6_HUMAN 1
Q9P2D1 CHD7_HUMAN 3
Q6KF10 GDF6_HUMAN 1
P05423 RPC4_HUMAN 1
Q9H8W4 PKHF2_HUMAN 1
Q86YV5 PRAG1_HUMAN 2
Q6WKZ4 RFIP1_HUMAN 1
Q6YI46 TMM64_HUMAN 1
O94900 TOX_HUMAN 1
O95271 TNKS1_HUMAN 3
Q8IXZ2 ZC3H3_HUMAN 1
Q69YN4 VIR_HUMAN 4
Q9BRU9 UTP23_HUMAN 1
Q86UP3 ZFHX4_HUMAN 4
Q9H8N7 ZN395_HUMAN 1
Q9H7S9 ZN703_HUMAN 3
Q96GY0 ZC21A_HUMAN 2
Q96DT7 ZBT10_HUMAN 1
Q9H2Y9 SO5A1_HUMAN 1
O75525 KHDR3_HUMAN 1
P11940 PABP1_HUMAN 1
Q9UL42 PNMA2_HUMAN 1
Q9BYZ6 RHBT2_HUMAN 1
Q9BT81 SOX7_HUMAN 1
Q13454 TUSC3_HUMAN 1
Q96A56 T53I1_HUMAN 1
Q6P1X5 TAF2_HUMAN 3
Q96LD1 SGCZ_HUMAN 1
Q9H0F6 SHRPN_HUMAN 1
Q9H6I2 SOX17_HUMAN 1
Q7RTU7 SCX_HUMAN 1
Q13884 SNTB1_HUMAN 1
Q14160 SCRIB_HUMAN 1
P29084 T2EB_HUMAN 1
Q86YL5 TDRP_HUMAN 1
P54274 TERF1_HUMAN 1
Q96HA7 TONSL_HUMAN 2
O95071 UBR5_HUMAN 3
A0PK22 A0PK22_HUMAN 1
H0YBF7 H0YBF7_HUMAN 1
O14514 AGRB1_HUMAN 2
Q4LEZ3 AARD_HUMAN 1
Q9ULH1 ASAP1_HUMAN 1
P58107 EPIPL_HUMAN 1
O75907 DGAT1_HUMAN 1
Q15329 E2F5_HUMAN 1
Q96CG8 CTHR1_HUMAN 1
Q9H7D0 DOCK5_HUMAN 2
O43525 KCNQ3_HUMAN 1
Q92794 KAT6A_HUMAN 3
Q86UE4 LYRIC_HUMAN 1
P43694 GATA4_HUMAN 2
G3V1D8 G3V1D8_HUMAN 2
A0A3B3ISD1 A0A3B3ISD1_HUMAN 1
E7ERJ7 E7ERJ7_HUMAN 1
H0YBN5 H0YBN5_HUMAN 1
E9PKF2 E9PKF2_HUMAN 1
A5PLL3 A5PLL3_HUMAN 1
D6RDV0 D6RDV0_HUMAN 1
E7ET42 E7ET42_HUMAN 1
A0A3B3IS53 A0A3B3IS53_HUMAN 2
E7EU09 E7EU09_HUMAN 1
A0A0A0MQS0 A0A0A0MQS0_HUMAN 3
A0A0A0MR74 A0A0A0MR74_HUMAN 1
A0A0D9SF85 A0A0D9SF85_HUMAN 1
E7EMW7 E7EMW7_HUMAN 3
A0A3B3ITI3 A0A3B3ITI3_HUMAN 3
E5RHT4 E5RHT4_HUMAN 1
E5RFQ8 E5RFQ8_HUMAN 1
A0A0A0MRE5 A0A0A0MRE5_HUMAN 1
A0A087WWT6 A0A087WWT6_HUMAN 1
C1KBH7 C1KBH7_HUMAN 1
B5A958 B5A958_HUMAN 1
Q08AT0 Q08AT0_HUMAN 1
G3XAN5 G3XAN5_HUMAN 1
H0YAS6 H0YAS6_HUMAN 1
E5RJU9 E5RJU9_HUMAN 1
H0YAP0 H0YAP0_HUMAN 1
A0A087WZB4 A0A087WZB4_HUMAN 1
D6RIY7 D6RIY7_HUMAN 1
E7ET84 E7ET84_HUMAN 2
A0A3B3ITC2 A0A3B3ITC2_HUMAN 1
E5RG74 E5RG74_HUMAN 1
H0YBV4 H0YBV4_HUMAN 1
E7EQW7 E7EQW7_HUMAN 1
E5RFK4 E5RFK4_HUMAN 1
F5H1M8 F5H1M8_HUMAN 1
E7ESP9 E7ESP9_HUMAN 1
A8MUE8 A8MUE8_HUMAN 2
E7EWY6 E7EWY6_HUMAN 3
A0A0A6YYK5 A0A0A6YYK5_HUMAN 1
E9PQ40 E9PQ40_HUMAN 1
D6RA37 D6RA37_HUMAN 1
H0YBJ8 H0YBJ8_HUMAN 1
E7ETA8 E7ETA8_HUMAN 1
E9PM57 E9PM57_HUMAN 2
H0YC05 H0YC05_HUMAN 2
A0A3F2YNX6 A0A3F2YNX6_HUMAN 3
A0A087WZ09 A0A087WZ09_HUMAN 2
A0A1W2PQ47 A0A1W2PQ47_HUMAN 1
A0A075B730 A0A075B730_HUMAN 1
A0A0G2JMS7 A0A0G2JMS7_HUMAN 2
V9GZ64 V9GZ64_HUMAN 1
E9PJD7 E9PJD7_HUMAN 1
H0YAW6 H0YAW6_HUMAN 1
A0A1B0GX92 A0A1B0GX92_HUMAN 1
A0A0G2JNZ2 A0A0G2JNZ2_HUMAN 2
E9PNM3 E9PNM3_HUMAN 1
E7EWJ9 E7EWJ9_HUMAN 1
E5RJZ9 E5RJZ9_HUMAN 1
E9PKV7 E9PKV7_HUMAN 1
E7EQW3 E7EQW3_HUMAN 1
E7ESA9 E7ESA9_HUMAN 1
A0A087X0X2 A0A087X0X2_HUMAN 1
A0A2R8Y5M7 A0A2R8Y5M7_HUMAN 2
A0A0G2JPP5 A0A0G2JPP5_HUMAN 2
A0A0A0MSU1 A0A0A0MSU1_HUMAN 1
E5RHJ8 E5RHJ8_HUMAN 1
E5RG85 E5RG85_HUMAN 1
H0YCP0 H0YCP0_HUMAN 1
H0YDN1 H0YDN1_HUMAN 1
C9J1L5 C9J1L5_HUMAN 1
F8W9L8 F8W9L8_HUMAN 3
A0A087X072 A0A087X072_HUMAN 1
E5RJ32 E5RJ32_HUMAN 1
E5RH17 E5RH17_HUMAN 1
H0YC44 H0YC44_HUMAN 1
